parent,child
rear_surface,top_surface
rear_surface,opposite_side
rear_surface,inner_surface
rear_surface,inner_peripheral_surface
rear_surface,lateral_surface
rear_surface,rear_face
outer_side_wall,side_end
outer_side_wall,tip_end
outer_side_wall,plurality_teeth
outer_side_wall,annular_space
outer_side_wall,outer_ring
outer_side_wall,annular_groove
outer_side_wall,side_inner_wall
outer_side_wall,peripheral_edge
jaw_member,proximal_distal_end
jaw_member,external_force
jaw_member,resilient_member
jaw_member,cover_member
jaw_member,expandable_member
jaw_member,annular_member
jaw_member,deep_reinforcement
jaw_member,guide_member
tip_portion,top_portion
tip_portion,insertion_hole
tip_portion,connection_portion
tip_portion,distal_end_portion
tip_portion,portion_plurality
tip_portion,terminal_portion
tip_portion,distal_portion
gas_pressure,compressed_air
gas_pressure,line_pressure
gas_pressure,differential_pressure
gas_pressure,pressure_plate
gas_pressure,high_pressure
gas_pressure,pressure
gas_pressure,fire_extinguishing
inner_chamber,tube
inner_chamber,inner_tube
inner_chamber,inner_cavity
inner_chamber,container
inner_chamber,interior_volume
inner_chamber,gas_chamber
inner_chamber,cartridge
hydraulic_cylinder,prosthetic_heart_valve
hydraulic_cylinder,valve
hydraulic_cylinder,valve_assembly
hydraulic_cylinder,cylinder
hydraulic_cylinder,hydraulic_fluid
hydraulic_cylinder,pneumatic_cylinder
hydraulic_cylinder,lubricating_oil
hydraulic_cylinder,hydraulic_stem
water_inlet_pipe,discharge_hole
water_inlet_pipe,pump
water_inlet_pipe,oil_tank
water_inlet_pipe,liquid_storage_tank
water_inlet_pipe,oil
water_inlet_pipe,jet_pipe
water_inlet_pipe,tank
water_inlet_pipe,discharge
inlet_outlet,fluid_passage
inlet_outlet,inlet_port
inlet_outlet,air_channel
inlet_outlet,flow_passage
inlet_outlet,air_duct
inlet_outlet,air_flow_path
inlet_outlet,fluid
spray_nozzle,spray_gun
spray_nozzle,plant_part
spray_nozzle,nozzle
spray_nozzle,pesticide
spray_nozzle,medicine
spray_nozzle,liquid_pump
output_shaft,machine_arm
output_shaft,main_housing
output_shaft,output_shaft_motor
output_shaft,pin_shaft
output_shaft,output_end
output_shaft,engine_arm
output_shaft,output_shaft_transmission
driven_wheel,disc
driven_wheel,transfer_unit
driven_wheel,belt_pulley
driven_wheel,roller_bearing
driven_wheel,drive_belt
driven_wheel,wheel
driven_wheel,chain
arm_mechanism,ejection_mechanism
arm_mechanism,heat_dissipation_mechanism
arm_mechanism,transmission_mechanism
arm_mechanism,buffer_mechanism
arm_mechanism,mechanism_move
arm_mechanism,freemechanical_mechanical_arm
rotor_propeller,propeller_blade
rotor_propeller,rotor_stator
rotor_propeller,plurality_rotor
rotor_propeller,propeller
rotor_propeller,motor
rotor_propeller,blade
rotor_propeller,main_rotor
rotor_propeller,motor_assembly
sun_gear,planetary_gear
sun_gear,clutch
sun_gear,way_bearing
sun_gear,transfer_case
sun_gear,gear
axis_rotation,rotational_axis
axis_rotation,rotary_element
axis_rotation,axial_force
axis_rotation,rotary_rod
axis_rotation,relative_movement
axis_rotation,drive_force
axis_rotation,shift_position
axis_rotation,drive_transmission_member
axis_rotation,magnetic_pole
bag_body,pipe_body
bag_body,elastic_body
bag_body,medical_kit_body
bag_body,tubular_body
bag_body,chamber_body
bag_body,container_body
bag_body,motor_body
bag_body,lamp_body
main_body,housing_unit
main_body,side_main_body
main_body,main_board
main_body,frame_main_body
main_body,main_body_cover
main_body,portion_main_body
main_body,platform_main_body
base_body,cabin_body
base_body,plane_body
base_body,seat_body
base_body,surface_drone_body
base_body,side_body
base_body,fuselage_body
base_body,platform_body
base_body,handle_body
base_body,wheel_body
base_body,box_body
main_part,device_main_part
main_part,camera_main_part
main_part,aircraft_main_part
main_part,main_casing
main_part,fuselage_main_part
main_part,organism
end_machine_body,comprises_machine_body
end_machine_body,side_machine_body
end_machine_body,surface_machine_body
end_machine_body,bottom_machine_body
end_machine_body,main_machine_body
body_end,body_plurality
body_end,body_utility_model
body_end,body_rotor
body_end,body_unit
body_end,body_bottom
body_end,body_structure
rib_plate,central_plate
rib_plate,plate_comprises
rib_plate,plate_top
rib_plate,upper_cover_plate
rib_plate,guard_plate
rib_plate,slide_plate
rib_plate,cover_plate
rib_plate,installation_plate
vertical_lift,lift
vertical_lift,slide_rail
vertical_lift,cross_bar
vertical_lift,horizontal_vertical_direction
vertical_lift,tail_wing
vertical_lift,cross_beam
vertical_lift,platform
cargo_box,express_delivery_cabinet
cargo_box,cabin_door
cargo_box,compartment
cargo_box,equipment_compartment
cargo_box,transport_case
cargo_box,storage_box
cargo_box,box
cargo_box,cell_panel
support_leg,base_unit
support_leg,support
support_leg,chassis
support_leg,support_part
support_leg,support_element
support_leg,leg
support_leg,first_support_frame
side_bottom,top_bottom
side_bottom,side_fuselage
side_bottom,left_right_side
side_bottom,side_middle_part
side_bottom,bottom_wall
side_bottom,front_rear_side
side_bottom,upper_end
side_bottom,top_base
top_frame,column
top_frame,bracket
top_frame,protection_frame
top_frame,annular_frame
top_frame,central_frame
top_frame,mounting_frame
top_frame,plurality_panel
top_frame,buffer_unit
motion_data,operation_data
motion_data,reception_data
motion_data,authentication_data
motion_data,correction_data
motion_data,location_data
motion_data,configuration_data
module_data_processing,data_analysis
module_data_processing,data_acquisition
module_data_processing,processing_data
module_data_processing,module_data
module_data_processing,data_reception
module_data_processing,data_fusion
module_data_processing,data_processing
data_stream,data_request
data_stream,packet_data
data_stream,packet_data_convergence
data_stream,data_unit
data_stream,data_server
data_stream,data_format
data_stream,data_comprises
data_stream,stream
gps_data,spatial_data
gps_data,output_data
gps_data,additional_data
gps_data,performance_metric_data
gps_data,personal_data
gps_data,performance_data
gps_data,environmental_data
gps_data,real_time_data
real_scene,good_real_time
real_scene,view
real_scene,reality
real_scene,carry_real_time
real_scene,visual
real_scene,region_interest
video,high_definition_video
video,video_sequence
video,key_frame
video,live_video_stream
video,background_noise
video,encoding
object_recognition,object_interest
object_recognition,image_identification
object_recognition,feature
object_recognition,human_subject
object_recognition,recognition
display_hmd,display_region
display_hmd,display_area
display_hmd,head_display
display_hmd,projection_screen
display_hmd,display_screen
display_hmd,real_time_display
display_hmd,image_display
tof_camera,aerial_photography
tof_camera,laser_scanner
tof_camera,binocular_camera
tof_camera,picture
tof_camera,cloud_terrace
tof_camera,aerial_photograph
tof_camera,aerial_survey_camera
tof_camera,photographing
tof_camera,camera_capture_image
tof_camera,ccd_camera
location_information,motion_information
location_information,detection_information
location_information,position_information
location_information,session_information
location_information,indication_information
location_information,identification_information
information_item,information_user
information_item,information_acquisition
information_item,information_target
information_item,information_terminal_device
information_item,information_exchange
information_item,information_bit
spatial_information,positional_information
spatial_information,environmental_information
spatial_information,sensitive_information
spatial_information,dimensional_coordinate_information
control_information_dci,resource_configuration_information
control_information_dci,feedback_information
control_information_dci,state_information_csi
control_information_dci,channel_information
control_information_dci,indicator
control_information_dci,information_base_station
control_information_dci,control_information
elapsed_time,predetermined_time_period
elapsed_time,time_period
elapsed_time,time_stamp
elapsed_time,predetermined_period_time
elapsed_time,plurality_time
elapsed_time,real_time
elapsed_time,time_flight_tof
dimensional_model,path_planning
dimensional_model,deep_neural_network
dimensional_model,prediction_model
dimensional_model,grid_map
dimensional_model,neural_network_model
dimensional_model,dimensional_map
dimensional_model,flight_path
dimensional_model,optimization_algorithm
dimensional_model,modulation_symbol
detection_result,operation_cost
detection_result,evaluation_result
detection_result,detection_value
detection_result,determination_result
detection_result,measurement_object
detection_result,inspection_route
spatial_position,geographic_location
spatial_position,navigation
spatial_position,object_distance
spatial_position,orientation
spatial_position,relative_location
spatial_position,object
spatial_position,gps_global_positioning
spatial_position,distance_object
parameter_value,reference
parameter_value,parameter
parameter_value,error_correction
parameter_value,meet_preset_condition
parameter_value,peak_value
plurality_point,line_segment
plurality_point,route
plurality_point,coordinate_point
plurality_point,plurality_area
plurality_point,target
plurality_point,geographic_area
software_application,web_application
software_application,action
software_application,permission
software_application,instruction
software_application,execution_instruction
software_application,read_operation
software_application,task
content_user,plurality_item
content_user,web_content
content_user,graphical_user_interface
content_user,search
content_user,user_permission
content_user,user_select
content_user,search_query
content_user,social_networking_service
main_website_management,site_management
main_website_management,virtual_environment
main_website_management,machine_learning
main_website_management,human_computer_interaction
main_website_management,environment_monitoring
main_website_management,construction_site_management
main_website_management,digital_education
main_website_management,management
main_website_management,virtual_desktop
main_website_management,personal_computer
authentication_code,ldpc_code
authentication_code,secret_key
authentication_code,card_reader
authentication_code,identification
authentication_code,public_key
authentication_code,electronic_document
authentication_code,message_queue
authentication_code,identity_authentication
authentication_code,read_request
authentication_code,mac_address
authentication_code,code_word
authentication_code,electronic_transaction
web_server,terminal_server
web_server,cloud_service
web_server,mobile_edge
web_server,web_site
web_server,database_server
web_server,client_server
web_server,disaster_area
computer_readable_storage,readable_storage_medium
computer_readable_storage,storage_area
computer_readable_storage,transitory_computer
computer_readable_storage,executable_instruction
computer_readable_storage,computer_program_product
host_processor,processor_unit
host_processor,processor_determines
host_processor,instruction_executable_processor
host_processor,flight_process
host_processor,processor_generates
host_processor,plurality_sensor
host_processor,generate_plurality
reception_unit,acquisition_unit
reception_unit,plurality_piece
reception_unit,unit_determines
reception_unit,unit_cpu
reception_unit,input_unit
reception_unit,storage_unit
reception_unit,evaluation_unit
data_processing_unit,analysis_result
data_processing_unit,processing_chamber
data_processing_unit,processing_module
data_processing_unit,signal_processing
data_processing_unit,signal_processing_circuit
data_processing_unit,processing_circuit
data_processing_unit,operation_process
data_processing_unit,processing_unit
analog_signal,reception_signal
analog_signal,input_audio_signal
analog_signal,gnss_signal
analog_signal,audio_signal
analog_signal,clock
analog_signal,signal_value
analog_signal,fingerprint_sensor
analog_signal,digital_signal
execution_module,analysis_module
execution_module,memory_module
execution_module,distance_measurement_module
execution_module,data_analysis_module
execution_module,gps
execution_module,acquisition_module
execution_module,module_receives
input_terminal_output,output_terminal
input_terminal_output,input_interface
input_terminal_output,external
input_terminal_output,output
input_terminal_output,input
input_terminal_output,input_terminal
input_terminal_output,plurality_terminal
hall_sensor,motion_sensor
hall_sensor,proximity_sensor
hall_sensor,lidar_sensor
hall_sensor,level_sensor
hall_sensor,sensor_detects
hall_sensor,multi_sensor
hall_sensor,current_sensor
obstacle_detection,detector_detects
obstacle_detection,laser_radar
obstacle_detection,detection
obstacle_detection,foreign_object
monitoring_early_warning,ambient_air
monitoring_early_warning,radar_unit
monitoring_early_warning,early_warning
monitoring_early_warning,subsystem
monitoring_early_warning,environmental_monitoring
monitoring_early_warning,industrial_computer
monitoring_early_warning,indoor_unit
robot,robot_comprises
robot,robot_arm
robot,robot_cleaner
robot,human
robot,inspection_robot
robot,intelligent_robot
gps_module,sub_module
gps_module,module_comprises
gps_module,module_gps
gps_module,artificial_intelligence_module
gps_module,electronic_module
gps_module,alarm_module
gps_module,output_module
gps_module,function_module
signal_input,sense_amplifier
signal_input,single_chip_microcomputer
signal_input,processor_circuit
signal_input,electronic_compass
signal_input,hardware_component
battery,energy_management
battery,energy_storage_unit
battery,low_energy_consumption
battery,battery_management
battery,fuel_cell_stack
battery,intelligent_battery
battery,charge_battery
current_voltage,charge_pump
current_voltage,upper_limit
current_voltage,voltage_signal
current_voltage,supply_voltage
current_voltage,voltage
current_voltage,direct_current_voltage
current_voltage,converter
electric,electronic_circuit
electric,electric_power
electric,electric_cable
electric,electric_connector
electric,electronic_equipment
electric,electric_quantity
electric,electrical_energy_storage
power_supply,supply_line
power_supply,power_supply_module
power_supply,energy_supply
power_supply,power_supply_circuit
power_supply,gas_supply
power_supply,power_supply_line
power_supply,lamp
power_grid,power_load
power_grid,electric_power_transmission
power_grid,power_line_inspection
power_grid,input_power
power_grid,big_load
power_grid,wind_power_generation
power_grid,electric_power_tower
power_grid,power_loss
readout_circuit,board_unit
readout_circuit,analog_digital_converter
readout_circuit,circuit_unit
readout_circuit,switch
readout_circuit,bus
readout_circuit,circuit_design
fuel_engine,hybrid
fuel_engine,gas_turbine_engine
fuel_engine,fuel
fuel_engine,engine
fuel_engine,engine_clutch
fuel_engine,fuel_economy
fuel_engine,combustion
fuel_engine,air_conditioner
fuel_engine,exhaust_gas
machine,electric_machine
machine,combine_harvester
machine,thermal_management
machine,agricultural_machine
machine,human_machine_interface
machine,plant_protection_machine
mode_operation,emergency_condition
mode_operation,easy_operation
mode_operation,sleep_mode
mode_operation,idle_state
mode_operation,logic
mode_operation,fault
mode_operation,duty_cycle
hydraulic_actuator,solenoid_valve
hydraulic_actuator,torque
hydraulic_actuator,automatic_transmission
hydraulic_actuator,shift_register_unit
hydraulic_actuator,electric_oil_pump
hydraulic_actuator,automatic_charging
hydraulic_actuator,brake_pedal
hydraulic_actuator,hydraulic_pump
speed_ratio,angular_speed_output
speed_ratio,speed
speed_ratio,shift
speed_ratio,electron_speed_regulator
speed_ratio,gear_shift
speed_ratio,stage
speed_ratio,variable_pitch
speed_ratio,active_disturbance_rejection
electric_motor_drive,generator
electric_motor_drive,drive
electric_motor_drive,wind_turbine
electric_motor_drive,propulsion
electric_motor_drive,tilt_rotor
electric_motor_drive,hub_motor
electric_motor_drive,motor_rotor
flight_control,light_emission_control
flight_control,control_light_emission
flight_control,flight_control_module
flight_control,light_control
flight_control,control_aircraft
flight_control,flight_control_command
control_law,control_therefor
control_law,control_output
control_law,control_input
control_law,control_assembly
control_law,control_rod
control_law,control_mechanism
control_law,control_action
control_law,control_box
main_controller,feedback_loop
main_controller,upper_computer
main_controller,controller_body
main_controller,main_control_module
main_controller,pid_controller
main_controller,controller_unit
main_controller,control_circuit
main_controller,memory_controller
main_control_device,electronic_control_device
main_control_device,remote_control_unit
main_control_device,motor_control_unit
main_control_device,display_control_unit
main_control_device,transmission_control_unit
main_control_device,electronic_control_unit
main_control_device,main_control_unit
ground_control_end,site_control_platform
ground_control_end,command
ground_control_end,ground_control_point
ground_control_end,remote_controler
ground_control_end,control_center
unmanned_vehicle,unmanned_vehicle_kind
unmanned_vehicle,unmanned_vehicle_comprises
unmanned_vehicle,belongs_unmanned_vehicle
unmanned_vehicle,unmanned_air_vehicle
unmanned_vehicle,unmanned_vehicle_data
unmanned_vehicle,discloses_unmanned_vehicle
unmanned_vehicle,unmanned_car
unmanned_vehicle,unmanned_underwater_vehicle
automatic_driving_vehicle,automobile
automatic_driving_vehicle,road_traffic
automatic_driving_vehicle,autonomous_vehicle
automatic_driving_vehicle,emergency
automatic_driving_vehicle,parking
automatic_driving_vehicle,automatic_driving
automatic_driving_vehicle,emergency_situation
automatic_driving_vehicle,intelligent_transportation
aerial_vehicle_rack,aerial_vehicle_shell
aerial_vehicle_rack,aerial_vehicle_controller
aerial_vehicle_rack,aerial_vehicle_application
aerial_vehicle_rack,aerial_vehicle_fuselage
aerial_vehicle_rack,aerial_vehicle_uav
aerial_vehicle_rack,aerial_vehicle_fly
aerial_vehicle_rack,aerial_vehicle_air
aerial_vehicle_rack,aerial_vehicle_thereof
collision_avoidance,vehicle_collision_avoidance
collision_avoidance,collision
collision_avoidance,safety_accident
collision_avoidance,obstacle_avoidance
collision_avoidance,collision_avoidance_vehicle
collision_avoidance,safe_distance
collision_avoidance,collision_early_warning
vehicle_wheel,vehicle_obstacle_detection
vehicle_wheel,vehicle_detection
vehicle_wheel,vehicle_technique_field
vehicle_wheel,lane_change
vehicle_wheel,vehicle_comprises
vehicle_wheel,vehicle_control
vehicle_wheel,kind_vehicle_collision
vehicle_wheel,vehicle_travel
vehicle_wheel,vehicle_seat
flight,flight_altitude
flight,flight_stability
flight,unmanned_flight_body
flight,safe_flight
flight,unmanned_flight
flight,drone_flight
flight,attitude_angle
flight,flight_regulation
landing_vtol_aircraft,ground_air
landing_vtol_aircraft,airborne_platform
landing_vtol_aircraft,rotor_craft
landing_vtol_aircraft,automatic_landing
landing_vtol_aircraft,aircraft
landing_vtol_aircraft,vtol_vertical_take
belong_technical_field,technical_effect
belong_technical_field,problem_prior_art
belong_technical_field,dual_purpose
belong_technical_field,technique_field
belong_technical_field,technical_field
belong_technical_field,aim_solve_problem
belong_technical_field,camera_equipment
belong_technical_field,solve_problem
belong_technical_field,technology_field
belong_unmanned_plane,patrol_unmanned_machine
belong_unmanned_plane,plant_protection_drone
belong_unmanned_plane,kind_quadrotor_drone
belong_unmanned_plane,unmanned_plane
belong_unmanned_plane,uav_fly
belong_unmanned_plane,kind_target_drone
belong_unmanned_plane,drone
security_safety,long_endurance
security_safety,agricultural_plant_protection
security_safety,car_health_care
security_safety,fire_rescue
security_safety,intelligent
security_safety,maintenance_personnel
security_safety,safety_reliability
security_safety,bridge_inspection_maintenance
horn_utility_model,type_multi_rotor
horn_utility_model,kind_novel
horn_utility_model,multi_axis
horn_utility_model,target_drone_utility
horn_utility_model,deep_learning_discloses
horn_utility_model,car_utility_model
horn_utility_model,multi
horn_utility_model,kind_multi_rotor
horn_utility_model,kind_rotor
ultrasound_transducer,microwave
ultrasound_transducer,sensor_array
ultrasound_transducer,acoustic
ultrasound_transducer,analyte_sensor
ultrasound_transducer,plasma_processing
ultrasound_transducer,high_frequency
ultrasound_transducer,phase_noise
ultrasound_transducer,pulse_signal
ultrasound_transducer,ultrasonic_transducer
ultrasound_transducer,acoustic_wave
electromagnetic_coil,electromagnetic
electromagnetic_coil,magnetic_field
electromagnetic_coil,dipole_antenna
electromagnetic_coil,magnetic
electromagnetic_coil,magnetic_resonance
electromagnetic_coil,phase_shift
electromagnetic_coil,induction_coil
transistor,low_voltage
transistor,memory_cell_array
transistor,resonant_circuit
transistor,energy
transistor,solar_cell
transistor,circuit_chip
transistor,nmos_transistor
cathode_electrode,cathode_anode
cathode_electrode,electronic
cathode_electrode,negative_electrode
cathode_electrode,photoelectric_pod
cathode_electrode,touch_sensitive_screen
cathode_electrode,organic_electroluminescent_device
cathode_electrode,anode_electrode
array_element,battery_component
array_element,metal_element
array_element,resistive_element
array_element,photoelectric_conversion_element
array_element,heating_element
array_element,element_wherein
array_element,organic_element
sea_surface,touch_surface
sea_surface,surface_area
sea_surface,flat_surface
sea_surface,surface_contact
sea_surface,vertical_cavity_surface
sea_surface,specific_surface_area
sea_surface,layer_surface
thin_layer,multiple_layer
thin_layer,spacer_layer
thin_layer,organic_layer
thin_layer,conductor_layer
thin_layer,transport_layer
thin_layer,film_layer
thin_layer,electrode_organic_layer
thin_layer,passivation_layer
thin_layer,metallic_layer
semiconductor_die,die
semiconductor_die,fin
semiconductor_die,memory_chip
semiconductor_die,semiconductor_fin
semiconductor_die,silicon_wafer
semiconductor_die,gate_stack
tft_substrate,support_substrate
tft_substrate,substrate_surface
tft_substrate,surface_substrate
tft_substrate,layer_substrate
tft_substrate,substrate
tft_substrate,wafer
tft_substrate,flexible_substrate
tft_substrate,substrate_plurality
drain_region,contact_area
drain_region,source_drain_region
drain_region,region
drain_region,plurality_fin
drain_region,contact_region
drain_region,active_area
drain_region,gate_line
drain_region,doped_region
drain_region,central_region
transparent_conductive_film,thin_film
transparent_conductive_film,protective_film
transparent_conductive_film,touch_display_panel
transparent_conductive_film,mask
transparent_conductive_film,film_thickness
transparent_conductive_film,adhesive_tape
polymer_particle,organic_compound
polymer_particle,lithium_ion
polymer_particle,salt_solution
polymer_particle,aqueous_phase
polymer_particle,particle
polymer_particle,average_molecular_weight
polymer_particle,organic_solvent
polymer_particle,lithium_secondary_battery
polymer_particle,organic_phase
carbon_dioxide_emission,production_process
carbon_dioxide_emission,chemical_reaction
carbon_dioxide_emission,scr_catalyst
carbon_dioxide_emission,nox_emission
carbon_dioxide_emission,hydrogen_gas
carbon_dioxide_emission,carbon_atom
carbon_dioxide_emission,gas_emission
carbon_dioxide_emission,flue_gas
carbon_dioxide_emission,metal_ion
cold_water,atmospheric_pressure
cold_water,fill_level
cold_water,filter_core
cold_water,liquid
cold_water,reverse_osmosis_membrane
cold_water,sample
cold_water,air_filter
cold_water,water
room_temperature,thermal_energy
room_temperature,relative_humidity
room_temperature,thermal_barrier
room_temperature,long_period_time
room_temperature,heat_treatment
room_temperature,heat
room_temperature,temperature
room_temperature,heat_energy
room_temperature,thermal
thermoplastic_resin_composition,thermoplastic_polymer
thermoplastic_resin_composition,glass_sheet
thermoplastic_resin_composition,resin_composition
thermoplastic_resin_composition,food_product
thermoplastic_resin_composition,article
thermoplastic_resin_composition,glass_fiber
thermoplastic_resin_composition,cured_product
thermoplastic_resin_composition,component_comprises
bulk_material,raw_material
bulk_material,fluorescent_material
bulk_material,phase_change_material
bulk_material,plastic_material
bulk_material,magnetic_material
bulk_material,property
bulk_material,luminescent_material
small_size,large_scale
small_size,overall_arrangement
small_size,different_size
small_size,light_weight
small_size,volume
simple_easy_use,flexible
simple_easy_use,different_type
simple_easy_use,various_type
simple_easy_use,possible_provide
simple_easy_use,prior_art_advantage
simple_easy_use,many_advantage
simple_easy_use,beneficial_effect_lie
low_manufacturing_cost,display_device_manufacturing
low_manufacturing_cost,manufacturing_process
low_manufacturing_cost,additive_manufacturing
low_manufacturing_cost,whole_process
low_manufacturing_cost,manufacturing_cost
low_manufacturing_cost,protection
low_manufacturing_cost,mechanical_property
low_manufacturing_cost,product_quality
fin_structure,semiconductor_device_structure
fin_structure,folding_structure
fin_structure,ring_structure
fin_structure,heat_dissipation_structure
fin_structure,shape_memory_alloy
fin_structure,structural_unit
fin_structure,simple_structure
high_density,high_spatial_resolution
high_density,low_level
high_density,dimensional_array
high_density,high_efficient
high_density,dimensional_shape
high_density,high_rise
high_density,technology_iot
dwg_tbl,technical_result
dwg_tbl,effect_technical_result
dwg_tbl,noise_reduction
dwg_tbl,certain_extent
dwg_tbl,wide_area
dwg_tbl,economic_benefit
dwg_tbl,wind_resistance
thereof_pharmaceutical_composition,dosage_form
thereof_pharmaceutical_composition,composition
thereof_pharmaceutical_composition,relates_pharmaceutical_composition
thereof_pharmaceutical_composition,compound_formula_wherein
thereof_pharmaceutical_composition,preparation
thereof_pharmaceutical_composition,use_thereof
thereof_pharmaceutical_composition,acceptable_salt_solvate
active_agent,functional
active_agent,effective_amount
active_agent,activity
active_agent,positive_integer
active_agent,uav_comprises
soybean_cultivar,feed_additive
soybean_cultivar,drone_pupa
soybean_cultivar,new_distinct_variety
soybean_cultivar,suavissima_tanaka
soybean_cultivar,bee_pollen
soybean_cultivar,soybean_plant
soybean_cultivar,guava_leaf
soybean_cultivar,soybean_variety_plant
soybean_cultivar,plant_growth
amino_acid,protein
amino_acid,preferred_embodiment
amino_acid,anti_antibody
amino_acid,aryl_group
amino_acid,nucleic_acid_sequence
amino_acid,carboxylic_acid
alzheimer_disease,toxic_side_effect
alzheimer_disease,blood
alzheimer_disease,biological_tissue
alzheimer_disease,chinese_medicine
alzheimer_disease,breast_cancer
alzheimer_disease,disease_disorder
alzheimer_disease,treatment
cell,target_cell
cell,miscellaneous_source_terpene
cell,tumor_cell
cell,cell_tower
cell,cell_population
cell,carrier_borne
optical,optical_component
optical,optical_waveguide
optical,optical_axis_direction
optical,optical_fiber_cable
optical,optical_signal
optical,diffractive_optical_element
thermal_infrared_imager,ray_detector
thermal_infrared_imager,photovoltaic_panel
thermal_infrared_imager,infrared_ray
thermal_infrared_imager,pixel
thermal_infrared_imager,thermal_imaging
thermal_infrared_imager,photo
thermal_infrared_imager,depth_sensor
thermal_infrared_imager,photo_sensor
objective_lens,refractive_index
objective_lens,reflection_surface
objective_lens,liquid_crystal
objective_lens,object_side
objective_lens,objective_table
objective_lens,lens
objective_lens,intraocular_lens
laser_radiation,beam
laser_radiation,laser_pulse
laser_radiation,ray_source
laser_radiation,dimensional_laser
laser_radiation,beam_splitter
laser_radiation,laser_emitter
laser_radiation,radiation
peak_wavelength,different_wavelength
peak_wavelength,different_angle
peak_wavelength,spectrum
peak_wavelength,filter
peak_wavelength,distance
peak_wavelength,range_finder
peak_wavelength,pulse_width
peak_wavelength,wavelength
data_chunk,data_source
data_chunk,data_path
data_chunk,data_item
data_chunk,data_set
data_chunk,data_entry
data_chunk,data_bit
data_chunk,data_store
data_chunk,data_storage
data_chunk,data_bus
data_chunk,data_terminal
